population,median_income,poverty_pop,NAME,state,county,tract,geoid
2072,32793,825,Census Tract 6112; Cook County; Illinois,17,031,611200,17031611200
3409,45283,795,Census Tract 6113; Cook County; Illinois,17,031,611300,17031611300
3587,29194,1390,Census Tract 6114; Cook County; Illinois,17,031,611400,17031611400
3273,40960,855,Census Tract 6115; Cook County; Illinois,17,031,611500,17031611500
1995,-666666666,751,Census Tract 6116; Cook County; Illinois,17,031,611600,17031611600
1847,21701,918,Census Tract 6117; Cook County; Illinois,17,031,611700,17031611700
2186,-666666666,339,Census Tract 6118; Cook County; Illinois,17,031,611800,17031611800
1559,34000,408,Census Tract 6119; Cook County; Illinois,17,031,611900,17031611900
1317,47300,199,Census Tract 6120; Cook County; Illinois,17,031,612000,17031612000
1018,27583,198,Census Tract 6121; Cook County; Illinois,17,031,612100,17031612100
3687,41514,1202,Census Tract 6122; Cook County; Illinois,17,031,612200,17031612200
4798,68438,133,Census Tract 6201; Cook County; Illinois,17,031,620100,17031620100
1948,62250,114,Census Tract 6202; Cook County; Illinois,17,031,620200,17031620200
7080,67292,751,Census Tract 6203; Cook County; Illinois,17,031,620300,17031620300
4540,53575,1298,Census Tract 6204; Cook County; Illinois,17,031,620400,17031620400
4167,51920,337,Census Tract 6303; Cook County; Illinois,17,031,630300,17031630300
6003,39828,905,Census Tract 6304; Cook County; Illinois,17,031,630400,17031630400
5989,48986,1003,Census Tract 6305; Cook County; Illinois,17,031,630500,17031630500
2746,51643,623,Census Tract 6306; Cook County; Illinois,17,031,630600,17031630600
6361,68558,758,Census Tract 6308; Cook County; Illinois,17,031,630800,17031630800
4856,41600,936,Census Tract 6309; Cook County; Illinois,17,031,630900,17031630900
1348,51579,60,Census Tract 6401; Cook County; Illinois,17,031,640100,17031640100
6897,79750,389,Census Tract 6403; Cook County; Illinois,17,031,640300,17031640300
3309,90142,213,Census Tract 6404; Cook County; Illinois,17,031,640400,17031640400
4132,72813,386,Census Tract 6405; Cook County; Illinois,17,031,640500,17031640500
4427,79231,222,Census Tract 6406; Cook County; Illinois,17,031,640600,17031640600
3110,72297,111,Census Tract 6407; Cook County; Illinois,17,031,640700,17031640700
1505,38365,219,Census Tract 6408; Cook County; Illinois,17,031,640800,17031640800
4622,59966,341,Census Tract 6501; Cook County; Illinois,17,031,650100,17031650100
7211,92357,1119,Census Tract 6502; Cook County; Illinois,17,031,650200,17031650200
4863,59569,580,Census Tract 6503.01; Cook County; Illinois,17,031,650301,17031650301
4945,60739,585,Census Tract 6503.02; Cook County; Illinois,17,031,650302,17031650302
6794,72308,1484,Census Tract 6504; Cook County; Illinois,17,031,650400,17031650400
4159,66818,673,Census Tract 6505; Cook County; Illinois,17,031,650500,17031650500
1761,24628,574,Census Tract 6603.01; Cook County; Illinois,17,031,660301,17031660301
4612,44329,540,Census Tract 6603.02; Cook County; Illinois,17,031,660302,17031660302
4719,44297,711,Census Tract 6604; Cook County; Illinois,17,031,660400,17031660400
4284,42247,354,Census Tract 6605; Cook County; Illinois,17,031,660500,17031660500
5849,36729,1508,Census Tract 6606; Cook County; Illinois,17,031,660600,17031660600
1617,33347,508,Census Tract 6607; Cook County; Illinois,17,031,660700,17031660700
5832,41099,1624,Census Tract 6608; Cook County; Illinois,17,031,660800,17031660800
5631,41032,1677,Census Tract 6609; Cook County; Illinois,17,031,660900,17031660900
5424,46066,1463,Census Tract 6610; Cook County; Illinois,17,031,661000,17031661000
7186,78778,896,Census Tract 6611; Cook County; Illinois,17,031,661100,17031661100
1472,24583,584,Census Tract 6701; Cook County; Illinois,17,031,670100,17031670100
724,34459,269,Census Tract 6702; Cook County; Illinois,17,031,670200,17031670200
1332,30179,534,Census Tract 6703; Cook County; Illinois,17,031,670300,17031670300
1616,32083,478,Census Tract 6704; Cook County; Illinois,17,031,670400,17031670400
1004,30313,311,Census Tract 6705; Cook County; Illinois,17,031,670500,17031670500
1174,37621,383,Census Tract 6706; Cook County; Illinois,17,031,670600,17031670600
1092,35500,455,Census Tract 6707; Cook County; Illinois,17,031,670700,17031670700
1022,39297,292,Census Tract 6708; Cook County; Illinois,17,031,670800,17031670800
1246,29906,337,Census Tract 6709; Cook County; Illinois,17,031,670900,17031670900
915,15159,578,Census Tract 6711; Cook County; Illinois,17,031,671100,17031671100
840,40286,134,Census Tract 6712; Cook County; Illinois,17,031,671200,17031671200
1657,28056,615,Census Tract 6713; Cook County; Illinois,17,031,671300,17031671300
1299,26080,608,Census Tract 6714; Cook County; Illinois,17,031,671400,17031671400
2308,34167,503,Census Tract 6715; Cook County; Illinois,17,031,671500,17031671500
1709,21063,736,Census Tract 6716; Cook County; Illinois,17,031,671600,17031671600
1128,34470,430,Census Tract 6718; Cook County; Illinois,17,031,671800,17031671800
1034,-666666666,107,Census Tract 6719; Cook County; Illinois,17,031,671900,17031671900
3295,38654,676,Census Tract 6720; Cook County; Illinois,17,031,672000,17031672000
1474,39306,347,Census Tract 6805; Cook County; Illinois,17,031,680500,17031680500
1178,50330,288,Census Tract 6806; Cook County; Illinois,17,031,680600,17031680600
3560,22846,1285,Census Tract 6809; Cook County; Illinois,17,031,680900,17031680900
2297,-666666666,1178,Census Tract 6810; Cook County; Illinois,17,031,681000,17031681000
1932,32583,738,Census Tract 6811; Cook County; Illinois,17,031,681100,17031681100
1883,17338,884,Census Tract 6812; Cook County; Illinois,17,031,681200,17031681200
2323,17500,1096,Census Tract 6813; Cook County; Illinois,17,031,681300,17031681300
1879,51531,223,Census Tract 6814; Cook County; Illinois,17,031,681400,17031681400
2303,35319,493,Census Tract 6903; Cook County; Illinois,17,031,690300,17031690300
2908,40722,781,Census Tract 6904; Cook County; Illinois,17,031,690400,17031690400
742,56203,126,Census Tract 6905; Cook County; Illinois,17,031,690500,17031690500
3809,41131,1030,Census Tract 6909; Cook County; Illinois,17,031,690900,17031690900
2655,78375,743,Census Tract 6910; Cook County; Illinois,17,031,691000,17031691000
2883,57542,703,Census Tract 6911; Cook County; Illinois,17,031,691100,17031691100
1984,35551,617,Census Tract 6912; Cook County; Illinois,17,031,691200,17031691200
2332,42708,615,Census Tract 6913; Cook County; Illinois,17,031,691300,17031691300
2701,38816,810,Census Tract 6914; Cook County; Illinois,17,031,691400,17031691400
1895,22363,1058,Census Tract 6915; Cook County; Illinois,17,031,691500,17031691500
3874,78803,626,Census Tract 7001; Cook County; Illinois,17,031,700100,17031700100
6888,80096,1295,Census Tract 7002; Cook County; Illinois,17,031,700200,17031700200
6124,74207,508,Census Tract 7003.01; Cook County; Illinois,17,031,700301,17031700301
6003,83086,721,Census Tract 7003.02; Cook County; Illinois,17,031,700302,17031700302
6218,81065,1211,Census Tract 7004.01; Cook County; Illinois,17,031,700401,17031700401
3417,85208,134,Census Tract 7004.02; Cook County; Illinois,17,031,700402,17031700402
6565,66979,788,Census Tract 7005.01; Cook County; Illinois,17,031,700501,17031700501
3656,87543,352,Census Tract 7005.02; Cook County; Illinois,17,031,700502,17031700502
1026,23500,613,Census Tract 7101; Cook County; Illinois,17,031,710100,17031710100
4056,28091,1431,Census Tract 7102; Cook County; Illinois,17,031,710200,17031710200
1382,54444,220,Census Tract 7103; Cook County; Illinois,17,031,710300,17031710300
5668,44858,1891,Census Tract 7104; Cook County; Illinois,17,031,710400,17031710400
4087,39943,1136,Census Tract 7105; Cook County; Illinois,17,031,710500,17031710500
1720,35865,370,Census Tract 7106; Cook County; Illinois,17,031,710600,17031710600
3412,31473,1162,Census Tract 7107; Cook County; Illinois,17,031,710700,17031710700
4536,30461,1235,Census Tract 7108; Cook County; Illinois,17,031,710800,17031710800
2151,45663,832,Census Tract 7109; Cook County; Illinois,17,031,710900,17031710900
3779,58030,970,Census Tract 7110; Cook County; Illinois,17,031,711000,17031711000
2808,46667,715,Census Tract 7111; Cook County; Illinois,17,031,711100,17031711100
4869,58444,392,Census Tract 7112; Cook County; Illinois,17,031,711200,17031711200
1618,70223,189,Census Tract 7113; Cook County; Illinois,17,031,711300,17031711300
2728,53929,651,Census Tract 7114; Cook County; Illinois,17,031,711400,17031711400
2628,57422,280,Census Tract 7115; Cook County; Illinois,17,031,711500,17031711500
3370,151613,403,Census Tract 7201; Cook County; Illinois,17,031,720100,17031720100
4097,118836,84,Census Tract 7202; Cook County; Illinois,17,031,720200,17031720200
3614,145250,75,Census Tract 7203; Cook County; Illinois,17,031,720300,17031720300
1872,116406,53,Census Tract 7204; Cook County; Illinois,17,031,720400,17031720400
1833,110625,46,Census Tract 7205; Cook County; Illinois,17,031,720500,17031720500
1860,148450,95,Census Tract 7206; Cook County; Illinois,17,031,720600,17031720600
3135,118227,241,Census Tract 7207; Cook County; Illinois,17,031,720700,17031720700
2669,65944,553,Census Tract 7301; Cook County; Illinois,17,031,730100,17031730100
5671,62083,460,Census Tract 7302.01; Cook County; Illinois,17,031,730201,17031730201
3093,78819,194,Census Tract 7302.02; Cook County; Illinois,17,031,730202,17031730202
1042,49271,98,Census Tract 7303; Cook County; Illinois,17,031,730300,17031730300
4070,91284,577,Census Tract 7304; Cook County; Illinois,17,031,730400,17031730400
4053,61742,992,Census Tract 7305; Cook County; Illinois,17,031,730500,17031730500
3570,75462,472,Census Tract 7306; Cook County; Illinois,17,031,730600,17031730600
2288,54531,399,Census Tract 7307; Cook County; Illinois,17,031,730700,17031730700
3075,109583,485,Census Tract 7401; Cook County; Illinois,17,031,740100,17031740100
6473,118444,410,Census Tract 7402; Cook County; Illinois,17,031,740200,17031740200
5043,122063,162,Census Tract 7403; Cook County; Illinois,17,031,740300,17031740300
4530,93194,86,Census Tract 7404; Cook County; Illinois,17,031,740400,17031740400
3636,52109,495,Census Tract 7501; Cook County; Illinois,17,031,750100,17031750100
3141,75250,186,Census Tract 7502; Cook County; Illinois,17,031,750200,17031750200
2546,119000,35,Census Tract 7503; Cook County; Illinois,17,031,750300,17031750300
2790,104009,204,Census Tract 7504; Cook County; Illinois,17,031,750400,17031750400
4761,52880,806,Census Tract 7505; Cook County; Illinois,17,031,750500,17031750500
3844,56504,961,Census Tract 7506; Cook County; Illinois,17,031,750600,17031750600
4718,73618,491,Census Tract 7608.01; Cook County; Illinois,17,031,760801,17031760801
2191,81167,285,Census Tract 7608.02; Cook County; Illinois,17,031,760802,17031760802
6862,63155,358,Census Tract 7608.03; Cook County; Illinois,17,031,760803,17031760803
6051,85538,288,Census Tract 7702.01; Cook County; Illinois,17,031,770201,17031770201
4557,78727,774,Census Tract 7702.02; Cook County; Illinois,17,031,770202,17031770202
7001,88614,213,Census Tract 7703; Cook County; Illinois,17,031,770300,17031770300
4440,88983,114,Census Tract 7704; Cook County; Illinois,17,031,770400,17031770400
4225,54522,1166,Census Tract 7705; Cook County; Illinois,17,031,770500,17031770500
3694,92569,150,Census Tract 7706.01; Cook County; Illinois,17,031,770601,17031770601
4586,80568,648,Census Tract 7706.02; Cook County; Illinois,17,031,770602,17031770602
2290,65300,172,Census Tract 7707; Cook County; Illinois,17,031,770700,17031770700
5773,74557,182,Census Tract 7708; Cook County; Illinois,17,031,770800,17031770800
4796,102955,254,Census Tract 7709.01; Cook County; Illinois,17,031,770901,17031770901
3816,81250,139,Census Tract 7709.02; Cook County; Illinois,17,031,770902,17031770902
2367,250001,44,Census Tract 8001; Cook County; Illinois,17,031,800100,17031800100
6420,214779,120,Census Tract 8002; Cook County; Illinois,17,031,800200,17031800200
3303,250001,67,Census Tract 8003; Cook County; Illinois,17,031,800300,17031800300
3686,250001,56,Census Tract 8004; Cook County; Illinois,17,031,800400,17031800400
5576,250001,128,Census Tract 8005; Cook County; Illinois,17,031,800500,17031800500
2389,250001,65,Census Tract 8006; Cook County; Illinois,17,031,800600,17031800600
4850,250001,96,Census Tract 8007; Cook County; Illinois,17,031,800700,17031800700
2331,110156,244,Census Tract 8008; Cook County; Illinois,17,031,800800,17031800800
4341,137802,133,Census Tract 8009; Cook County; Illinois,17,031,800900,17031800900
5261,146890,89,Census Tract 8010; Cook County; Illinois,17,031,801000,17031801000
5045,231919,81,Census Tract 8011; Cook County; Illinois,17,031,801100,17031801100
3699,243333,25,Census Tract 8012; Cook County; Illinois,17,031,801200,17031801200
4448,142500,395,Census Tract 8013; Cook County; Illinois,17,031,801300,17031801300
3052,164120,171,Census Tract 8014; Cook County; Illinois,17,031,801400,17031801400
6367,133224,282,Census Tract 8015; Cook County; Illinois,17,031,801500,17031801500
4423,98328,279,Census Tract 8016.01; Cook County; Illinois,17,031,801601,17031801601
3781,68594,584,Census Tract 8016.03; Cook County; Illinois,17,031,801603,17031801603
5721,179425,118,Census Tract 8016.05; Cook County; Illinois,17,031,801605,17031801605
7456,158309,329,Census Tract 8016.06; Cook County; Illinois,17,031,801606,17031801606
5753,139865,209,Census Tract 8016.07; Cook County; Illinois,17,031,801607,17031801607
6308,134179,377,Census Tract 8016.08; Cook County; Illinois,17,031,801608,17031801608
3568,220469,56,Census Tract 8017.01; Cook County; Illinois,17,031,801701,17031801701
4911,190288,68,Census Tract 8017.02; Cook County; Illinois,17,031,801702,17031801702
6041,167619,342,Census Tract 8018; Cook County; Illinois,17,031,801800,17031801800
4362,105766,486,Census Tract 8019.01; Cook County; Illinois,17,031,801901,17031801901
3770,191319,24,Census Tract 8019.02; Cook County; Illinois,17,031,801902,17031801902
4990,139904,127,Census Tract 8020.02; Cook County; Illinois,17,031,802002,17031802002
2517,135625,186,Census Tract 8020.03; Cook County; Illinois,17,031,802003,17031802003
6006,39560,1745,Census Tract 8020.04; Cook County; Illinois,17,031,802004,17031802004
3717,163681,415,Census Tract 8021; Cook County; Illinois,17,031,802100,17031802100
4937,168105,56,Census Tract 8022; Cook County; Illinois,17,031,802200,17031802200
5770,121533,263,Census Tract 8023; Cook County; Illinois,17,031,802300,17031802300
6076,79841,502,Census Tract 8024.02; Cook County; Illinois,17,031,802402,17031802402
1392,77471,74,Census Tract 8024.03; Cook County; Illinois,17,031,802403,17031802403
7492,67905,957,Census Tract 8024.04; Cook County; Illinois,17,031,802404,17031802404
7571,103365,962,Census Tract 8025.03; Cook County; Illinois,17,031,802503,17031802503
6844,92541,615,Census Tract 8025.04; Cook County; Illinois,17,031,802504,17031802504
6371,69221,726,Census Tract 8025.05; Cook County; Illinois,17,031,802505,17031802505
2517,92829,111,Census Tract 8025.06; Cook County; Illinois,17,031,802506,17031802506
7230,120580,213,Census Tract 8026.05; Cook County; Illinois,17,031,802605,17031802605
1217,126429,58,Census Tract 8026.07; Cook County; Illinois,17,031,802607,17031802607
6009,88346,324,Census Tract 8026.08; Cook County; Illinois,17,031,802608,17031802608
6414,58711,667,Census Tract 8026.09; Cook County; Illinois,17,031,802609,17031802609
1986,127415,42,Census Tract 8026.10; Cook County; Illinois,17,031,802610,17031802610
6326,125370,295,Census Tract 8027.01; Cook County; Illinois,17,031,802701,17031802701
5043,116136,373,Census Tract 8027.02; Cook County; Illinois,17,031,802702,17031802702
4689,131918,84,Census Tract 8028.01; Cook County; Illinois,17,031,802801,17031802801
6530,109038,110,Census Tract 8028.02; Cook County; Illinois,17,031,802802,17031802802
6085,158750,191,Census Tract 8029; Cook County; Illinois,17,031,802900,17031802900
2701,104306,71,Census Tract 8030.05; Cook County; Illinois,17,031,803005,17031803005
5201,106316,798,Census Tract 8030.07; Cook County; Illinois,17,031,803007,17031803007
4807,145100,69,Census Tract 8030.08; Cook County; Illinois,17,031,803008,17031803008
4686,114347,110,Census Tract 8030.10; Cook County; Illinois,17,031,803010,17031803010
2014,85000,116,Census Tract 8030.12; Cook County; Illinois,17,031,803012,17031803012
5724,105841,110,Census Tract 8030.13; Cook County; Illinois,17,031,803013,17031803013
3329,76045,178,Census Tract 8030.14; Cook County; Illinois,17,031,803014,17031803014
4498,102961,224,Census Tract 8030.15; Cook County; Illinois,17,031,803015,17031803015
2560,119188,67,Census Tract 8030.16; Cook County; Illinois,17,031,803016,17031803016
6125,98125,543,Census Tract 8030.17; Cook County; Illinois,17,031,803017,17031803017
3448,152682,68,Census Tract 8031; Cook County; Illinois,17,031,803100,17031803100
5024,99556,352,Census Tract 8032; Cook County; Illinois,17,031,803200,17031803200
5629,115946,408,Census Tract 8033; Cook County; Illinois,17,031,803300,17031803300
6745,140000,292,Census Tract 8034; Cook County; Illinois,17,031,803400,17031803400
5565,144036,195,Census Tract 8035; Cook County; Illinois,17,031,803500,17031803500
6538,191691,44,Census Tract 8036.03; Cook County; Illinois,17,031,803603,17031803603
4375,88377,600,Census Tract 8036.04; Cook County; Illinois,17,031,803604,17031803604
6694,100506,629,Census Tract 8036.05; Cook County; Illinois,17,031,803605,17031803605
4358,118224,178,Census Tract 8036.07; Cook County; Illinois,17,031,803607,17031803607
8110,129358,825,Census Tract 8036.08; Cook County; Illinois,17,031,803608,17031803608
6425,68958,1174,Census Tract 8036.11; Cook County; Illinois,17,031,803611,17031803611
3470,66000,937,Census Tract 8036.12; Cook County; Illinois,17,031,803612,17031803612
3891,73333,382,Census Tract 8036.13; Cook County; Illinois,17,031,803613,17031803613
4145,50865,1062,Census Tract 8036.14; Cook County; Illinois,17,031,803614,17031803614
2357,89960,84,Census Tract 8036.15; Cook County; Illinois,17,031,803615,17031803615
4789,91968,627,Census Tract 8036.16; Cook County; Illinois,17,031,803616,17031803616
2745,81581,315,Census Tract 8037.01; Cook County; Illinois,17,031,803701,17031803701
6154,109779,416,Census Tract 8037.02; Cook County; Illinois,17,031,803702,17031803702
4159,121167,91,Census Tract 8038; Cook County; Illinois,17,031,803800,17031803800
3702,79034,372,Census Tract 8039.01; Cook County; Illinois,17,031,803901,17031803901
3498,106012,74,Census Tract 8039.02; Cook County; Illinois,17,031,803902,17031803902
4672,88559,316,Census Tract 8040; Cook County; Illinois,17,031,804000,17031804000
6865,170819,320,Census Tract 8041.02; Cook County; Illinois,17,031,804102,17031804102
5176,145156,149,Census Tract 8041.04; Cook County; Illinois,17,031,804104,17031804104
4219,152386,51,Census Tract 8041.05; Cook County; Illinois,17,031,804105,17031804105
7232,139139,384,Census Tract 8041.06; Cook County; Illinois,17,031,804106,17031804106
4577,91795,256,Census Tract 8041.08; Cook County; Illinois,17,031,804108,17031804108
3138,155469,86,Census Tract 8041.09; Cook County; Illinois,17,031,804109,17031804109
7853,178385,353,Census Tract 8042.02; Cook County; Illinois,17,031,804202,17031804202
3215,225486,68,Census Tract 8042.03; Cook County; Illinois,17,031,804203,17031804203
5281,149778,403,Census Tract 8042.04; Cook County; Illinois,17,031,804204,17031804204
7790,81277,936,Census Tract 8043.05; Cook County; Illinois,17,031,804305,17031804305
6379,88125,429,Census Tract 8043.06; Cook County; Illinois,17,031,804306,17031804306
4752,79205,691,Census Tract 8043.08; Cook County; Illinois,17,031,804308,17031804308
3311,86885,184,Census Tract 8043.09; Cook County; Illinois,17,031,804309,17031804309
1888,158467,28,Census Tract 8043.12; Cook County; Illinois,17,031,804312,17031804312
6913,121986,567,Census Tract 8043.13; Cook County; Illinois,17,031,804313,17031804313
1409,106410,56,Census Tract 8043.14; Cook County; Illinois,17,031,804314,17031804314
2547,98050,74,Census Tract 8043.15; Cook County; Illinois,17,031,804315,17031804315
4514,110667,277,Census Tract 8043.16; Cook County; Illinois,17,031,804316,17031804316
6895,79203,299,Census Tract 8044.03; Cook County; Illinois,17,031,804403,17031804403
5567,86802,390,Census Tract 8044.04; Cook County; Illinois,17,031,804404,17031804404
3348,72031,321,Census Tract 8044.05; Cook County; Illinois,17,031,804405,17031804405
5798,72237,707,Census Tract 8044.06; Cook County; Illinois,17,031,804406,17031804406
3644,84728,176,Census Tract 8045.05; Cook County; Illinois,17,031,804505,17031804505
5248,132679,366,Census Tract 8045.06; Cook County; Illinois,17,031,804506,17031804506
2345,65708,491,Census Tract 8045.08; Cook County; Illinois,17,031,804508,17031804508
6440,90174,969,Census Tract 8045.09; Cook County; Illinois,17,031,804509,17031804509
5389,80801,506,Census Tract 8045.10; Cook County; Illinois,17,031,804510,17031804510
2234,68516,508,Census Tract 8045.11; Cook County; Illinois,17,031,804511,17031804511
3555,146710,73,Census Tract 8045.12; Cook County; Illinois,17,031,804512,17031804512
3753,151051,15,Census Tract 8045.13; Cook County; Illinois,17,031,804513,17031804513
5381,111713,150,Census Tract 8045.14; Cook County; Illinois,17,031,804514,17031804514
6368,98247,182,Census Tract 8046.03; Cook County; Illinois,17,031,804603,17031804603
6349,136908,261,Census Tract 8046.06; Cook County; Illinois,17,031,804606,17031804606
7334,126192,208,Census Tract 8046.07; Cook County; Illinois,17,031,804607,17031804607
3634,120565,222,Census Tract 8046.08; Cook County; Illinois,17,031,804608,17031804608
5993,110833,348,Census Tract 8046.09; Cook County; Illinois,17,031,804609,17031804609
2684,75191,263,Census Tract 8046.10; Cook County; Illinois,17,031,804610,17031804610
4233,85451,228,Census Tract 8046.11; Cook County; Illinois,17,031,804611,17031804611
5947,78522,447,Census Tract 8047.01; Cook County; Illinois,17,031,804701,17031804701
4594,75563,111,Census Tract 8047.05; Cook County; Illinois,17,031,804705,17031804705
2255,116354,29,Census Tract 8047.06; Cook County; Illinois,17,031,804706,17031804706
8425,93586,297,Census Tract 8047.09; Cook County; Illinois,17,031,804709,17031804709
3836,95703,43,Census Tract 8047.10; Cook County; Illinois,17,031,804710,17031804710
8272,83787,684,Census Tract 8047.11; Cook County; Illinois,17,031,804711,17031804711
5431,95590,236,Census Tract 8047.12; Cook County; Illinois,17,031,804712,17031804712
5097,97781,174,Census Tract 8047.13; Cook County; Illinois,17,031,804713,17031804713
3269,104286,202,Census Tract 8047.14; Cook County; Illinois,17,031,804714,17031804714
3777,62183,650,Census Tract 8047.15; Cook County; Illinois,17,031,804715,17031804715
4599,112725,176,Census Tract 8047.16; Cook County; Illinois,17,031,804716,17031804716
5381,88412,528,Census Tract 8048.03; Cook County; Illinois,17,031,804803,17031804803
5744,70750,826,Census Tract 8048.04; Cook County; Illinois,17,031,804804,17031804804
6820,110636,510,Census Tract 8048.05; Cook County; Illinois,17,031,804805,17031804805
3765,91875,483,Census Tract 8048.06; Cook County; Illinois,17,031,804806,17031804806
5547,98906,327,Census Tract 8048.07; Cook County; Illinois,17,031,804807,17031804807
2768,133125,175,Census Tract 8048.08; Cook County; Illinois,17,031,804808,17031804808
4704,110219,343,Census Tract 8048.09; Cook County; Illinois,17,031,804809,17031804809
6552,83477,304,Census Tract 8048.10; Cook County; Illinois,17,031,804810,17031804810
6319,132232,282,Census Tract 8049.01; Cook County; Illinois,17,031,804901,17031804901
6173,123337,191,Census Tract 8049.02; Cook County; Illinois,17,031,804902,17031804902
4966,133456,72,Census Tract 8050.01; Cook County; Illinois,17,031,805001,17031805001
7434,71682,470,Census Tract 8050.02; Cook County; Illinois,17,031,805002,17031805002
7301,76679,693,Census Tract 8051.05; Cook County; Illinois,17,031,805105,17031805105
2925,77808,96,Census Tract 8051.06; Cook County; Illinois,17,031,805106,17031805106
6304,58354,939,Census Tract 8051.07; Cook County; Illinois,17,031,805107,17031805107
6375,73575,385,Census Tract 8051.08; Cook County; Illinois,17,031,805108,17031805108
4553,102727,226,Census Tract 8051.09; Cook County; Illinois,17,031,805109,17031805109
4441,99504,233,Census Tract 8051.10; Cook County; Illinois,17,031,805110,17031805110
8036,60470,543,Census Tract 8051.11; Cook County; Illinois,17,031,805111,17031805111
3312,73859,181,Census Tract 8051.12; Cook County; Illinois,17,031,805112,17031805112
3953,108800,447,Census Tract 8052.01; Cook County; Illinois,17,031,805201,17031805201
3891,97946,112,Census Tract 8052.02; Cook County; Illinois,17,031,805202,17031805202
3179,119196,206,Census Tract 8053.01; Cook County; Illinois,17,031,805301,17031805301
3896,103498,148,Census Tract 8053.02; Cook County; Illinois,17,031,805302,17031805302
4618,109500,108,Census Tract 8054.01; Cook County; Illinois,17,031,805401,17031805401
4907,99271,22,Census Tract 8054.02; Cook County; Illinois,17,031,805402,17031805402
3518,131979,225,Census Tract 8055.01; Cook County; Illinois,17,031,805501,17031805501
4335,151131,135,Census Tract 8055.02; Cook County; Illinois,17,031,805502,17031805502
4794,163182,49,Census Tract 8056; Cook County; Illinois,17,031,805600,17031805600
5361,157411,164,Census Tract 8057.01; Cook County; Illinois,17,031,805701,17031805701
2036,145250,102,Census Tract 8057.02; Cook County; Illinois,17,031,805702,17031805702
2360,115469,183,Census Tract 8058.01; Cook County; Illinois,17,031,805801,17031805801
5440,142031,324,Census Tract 8058.02; Cook County; Illinois,17,031,805802,17031805802
4404,85516,327,Census Tract 8059.01; Cook County; Illinois,17,031,805901,17031805901
6402,144931,151,Census Tract 8059.02; Cook County; Illinois,17,031,805902,17031805902
5742,53893,1013,Census Tract 8060.01; Cook County; Illinois,17,031,806001,17031806001
7235,67317,565,Census Tract 8060.02; Cook County; Illinois,17,031,806002,17031806002
8661,64832,735,Census Tract 8060.04; Cook County; Illinois,17,031,806004,17031806004
2713,100375,145,Census Tract 8060.05; Cook County; Illinois,17,031,806005,17031806005
4417,61329,439,Census Tract 8060.06; Cook County; Illinois,17,031,806006,17031806006
4325,108386,368,Census Tract 8061.02; Cook County; Illinois,17,031,806102,17031806102
5296,99701,257,Census Tract 8061.03; Cook County; Illinois,17,031,806103,17031806103
4132,50839,891,Census Tract 8061.04; Cook County; Illinois,17,031,806104,17031806104
5130,69325,853,Census Tract 8062.01; Cook County; Illinois,17,031,806201,17031806201
4939,73491,247,Census Tract 8062.02; Cook County; Illinois,17,031,806202,17031806202
4430,102292,243,Census Tract 8063; Cook County; Illinois,17,031,806300,17031806300
2396,116628,132,Census Tract 8064; Cook County; Illinois,17,031,806400,17031806400
2382,65750,238,Census Tract 8065.01; Cook County; Illinois,17,031,806501,17031806501
3973,72182,300,Census Tract 8065.02; Cook County; Illinois,17,031,806502,17031806502
3486,97708,224,Census Tract 8066; Cook County; Illinois,17,031,806600,17031806600
4266,114593,88,Census Tract 8067; Cook County; Illinois,17,031,806700,17031806700
4334,74004,610,Census Tract 8068.01; Cook County; Illinois,17,031,806801,17031806801
3293,109125,85,Census Tract 8068.02; Cook County; Illinois,17,031,806802,17031806802
5524,84438,513,Census Tract 8069; Cook County; Illinois,17,031,806900,17031806900
5283,56434,613,Census Tract 8070; Cook County; Illinois,17,031,807000,17031807000
3850,146719,305,Census Tract 8071; Cook County; Illinois,17,031,807100,17031807100
6056,97212,556,Census Tract 8072; Cook County; Illinois,17,031,807200,17031807200
8095,77307,408,Census Tract 8073; Cook County; Illinois,17,031,807300,17031807300
6960,91926,521,Census Tract 8074; Cook County; Illinois,17,031,807400,17031807400
3325,141411,75,Census Tract 8075; Cook County; Illinois,17,031,807500,17031807500
6319,101432,668,Census Tract 8076; Cook County; Illinois,17,031,807600,17031807600
6151,66984,1198,Census Tract 8077; Cook County; Illinois,17,031,807700,17031807700
2718,151538,87,Census Tract 8078; Cook County; Illinois,17,031,807800,17031807800
4345,108351,217,Census Tract 8079; Cook County; Illinois,17,031,807900,17031807900
3584,93958,151,Census Tract 8080.01; Cook County; Illinois,17,031,808001,17031808001
5339,87460,341,Census Tract 8080.02; Cook County; Illinois,17,031,808002,17031808002
3837,56131,366,Census Tract 8081; Cook County; Illinois,17,031,808100,17031808100
5806,84250,469,Census Tract 8082; Cook County; Illinois,17,031,808200,17031808200
6276,77500,487,Census Tract 8083.01; Cook County; Illinois,17,031,808301,17031808301
4707,74539,634,Census Tract 8083.02; Cook County; Illinois,17,031,808302,17031808302
4297,116096,249,Census Tract 8084; Cook County; Illinois,17,031,808400,17031808400
4334,128254,184,Census Tract 8085; Cook County; Illinois,17,031,808500,17031808500
2288,156635,50,Census Tract 8086; Cook County; Illinois,17,031,808600,17031808600
5244,56463,176,Census Tract 8087.02; Cook County; Illinois,17,031,808702,17031808702
3921,159500,168,Census Tract 8088; Cook County; Illinois,17,031,808800,17031808800
4160,183893,123,Census Tract 8089; Cook County; Illinois,17,031,808900,17031808900
