population,median_income,poverty_pop,NAME,state,county,tract,geoid
5773,32576,2831,Census Tract 2307; Cook County; Illinois,17,031,230700,17031230700
1029,68485,193,Census Tract 2308; Cook County; Illinois,17,031,230800,17031230800
4903,70926,1044,Census Tract 2309; Cook County; Illinois,17,031,230900,17031230900
1362,60333,281,Census Tract 2311; Cook County; Illinois,17,031,231100,17031231100
5957,39917,2278,Census Tract 2312; Cook County; Illinois,17,031,231200,17031231200
5809,37237,1694,Census Tract 2315; Cook County; Illinois,17,031,231500,17031231500
1966,166458,59,Census Tract 2402; Cook County; Illinois,17,031,240200,17031240200
1272,161125,84,Census Tract 2403; Cook County; Illinois,17,031,240300,17031240300
2515,171962,126,Census Tract 2405; Cook County; Illinois,17,031,240500,17031240500
1639,157938,250,Census Tract 2406; Cook County; Illinois,17,031,240600,17031240600
1634,102102,246,Census Tract 2407; Cook County; Illinois,17,031,240700,17031240700
1480,130278,154,Census Tract 2408; Cook County; Illinois,17,031,240800,17031240800
1093,76429,58,Census Tract 2409; Cook County; Illinois,17,031,240900,17031240900
1792,90185,227,Census Tract 2410; Cook County; Illinois,17,031,241000,17031241000
3650,92927,447,Census Tract 2411; Cook County; Illinois,17,031,241100,17031241100
1698,131875,179,Census Tract 2412; Cook County; Illinois,17,031,241200,17031241200
1888,167292,188,Census Tract 2413; Cook County; Illinois,17,031,241300,17031241300
5584,178434,304,Census Tract 2414; Cook County; Illinois,17,031,241400,17031241400
2823,173393,175,Census Tract 2415; Cook County; Illinois,17,031,241500,17031241500
3397,111458,255,Census Tract 2416; Cook County; Illinois,17,031,241600,17031241600
4378,145583,240,Census Tract 2420; Cook County; Illinois,17,031,242000,17031242000
3817,179015,348,Census Tract 2421; Cook County; Illinois,17,031,242100,17031242100
4014,164025,165,Census Tract 2422; Cook County; Illinois,17,031,242200,17031242200
3805,104397,165,Census Tract 2423; Cook County; Illinois,17,031,242300,17031242300
2705,103095,173,Census Tract 2424; Cook County; Illinois,17,031,242400,17031242400
3255,81875,384,Census Tract 2425; Cook County; Illinois,17,031,242500,17031242500
5512,79583,1251,Census Tract 2426; Cook County; Illinois,17,031,242600,17031242600
1837,61964,325,Census Tract 2427; Cook County; Illinois,17,031,242700,17031242700
1450,139500,62,Census Tract 2428; Cook County; Illinois,17,031,242800,17031242800
2032,143750,108,Census Tract 2429; Cook County; Illinois,17,031,242900,17031242900
2223,113125,107,Census Tract 2430; Cook County; Illinois,17,031,243000,17031243000
2159,114464,80,Census Tract 2431; Cook County; Illinois,17,031,243100,17031243100
2329,136094,145,Census Tract 2432; Cook County; Illinois,17,031,243200,17031243200
2285,128375,188,Census Tract 2433; Cook County; Illinois,17,031,243300,17031243300
2931,124773,356,Census Tract 2434; Cook County; Illinois,17,031,243400,17031243400
4567,160370,340,Census Tract 2435; Cook County; Illinois,17,031,243500,17031243500
3051,49327,527,Census Tract 2502; Cook County; Illinois,17,031,250200,17031250200
4844,47550,988,Census Tract 2503; Cook County; Illinois,17,031,250300,17031250300
5513,46709,1302,Census Tract 2504; Cook County; Illinois,17,031,250400,17031250400
6903,119514,713,Census Tract 2505; Cook County; Illinois,17,031,250500,17031250500
4542,65486,1063,Census Tract 2506; Cook County; Illinois,17,031,250600,17031250600
6466,44624,2067,Census Tract 2507; Cook County; Illinois,17,031,250700,17031250700
2693,63047,390,Census Tract 2508; Cook County; Illinois,17,031,250800,17031250800
1380,31690,683,Census Tract 2510; Cook County; Illinois,17,031,251000,17031251000
4544,38350,978,Census Tract 2511; Cook County; Illinois,17,031,251100,17031251100
3840,46483,326,Census Tract 2512; Cook County; Illinois,17,031,251200,17031251200
4915,38920,1228,Census Tract 2513; Cook County; Illinois,17,031,251300,17031251300
3712,22029,869,Census Tract 2514; Cook County; Illinois,17,031,251400,17031251400
4324,40077,1354,Census Tract 2515; Cook County; Illinois,17,031,251500,17031251500
4456,35417,1414,Census Tract 2516; Cook County; Illinois,17,031,251600,17031251600
1291,52763,328,Census Tract 2517; Cook County; Illinois,17,031,251700,17031251700
5399,30341,2493,Census Tract 2518; Cook County; Illinois,17,031,251800,17031251800
5086,26300,2151,Census Tract 2519; Cook County; Illinois,17,031,251900,17031251900
6308,29596,1725,Census Tract 2520; Cook County; Illinois,17,031,252000,17031252000
1492,35574,427,Census Tract 2521.01; Cook County; Illinois,17,031,252101,17031252101
7020,47255,1011,Census Tract 2521.02; Cook County; Illinois,17,031,252102,17031252102
3258,47979,919,Census Tract 2522.01; Cook County; Illinois,17,031,252201,17031252201
4945,41167,1729,Census Tract 2522.02; Cook County; Illinois,17,031,252202,17031252202
1016,18906,325,Census Tract 2601; Cook County; Illinois,17,031,260100,17031260100
1232,45857,248,Census Tract 2602; Cook County; Illinois,17,031,260200,17031260200
1878,20739,1117,Census Tract 2603; Cook County; Illinois,17,031,260300,17031260300
939,-666666666,506,Census Tract 2604; Cook County; Illinois,17,031,260400,17031260400
1767,39102,380,Census Tract 2605; Cook County; Illinois,17,031,260500,17031260500
2398,47708,630,Census Tract 2606; Cook County; Illinois,17,031,260600,17031260600
1524,42917,407,Census Tract 2607; Cook County; Illinois,17,031,260700,17031260700
2001,39696,702,Census Tract 2608; Cook County; Illinois,17,031,260800,17031260800
1351,19417,546,Census Tract 2609; Cook County; Illinois,17,031,260900,17031260900
2268,45086,515,Census Tract 2610; Cook County; Illinois,17,031,261000,17031261000
1380,19717,734,Census Tract 2705; Cook County; Illinois,17,031,270500,17031270500
1384,32401,449,Census Tract 2712; Cook County; Illinois,17,031,271200,17031271200
964,23900,365,Census Tract 2713; Cook County; Illinois,17,031,271300,17031271300
1359,40670,394,Census Tract 2714; Cook County; Illinois,17,031,271400,17031271400
1470,42171,187,Census Tract 2715; Cook County; Illinois,17,031,271500,17031271500
656,58167,30,Census Tract 2718; Cook County; Illinois,17,031,271800,17031271800
7730,136378,381,Census Tract 2801; Cook County; Illinois,17,031,280100,17031280100
1423,44414,327,Census Tract 2804; Cook County; Illinois,17,031,280400,17031280400
852,21103,306,Census Tract 2808; Cook County; Illinois,17,031,280800,17031280800
1122,47784,346,Census Tract 2809; Cook County; Illinois,17,031,280900,17031280900
6749,135243,361,Census Tract 2819; Cook County; Illinois,17,031,281900,17031281900
2243,79330,347,Census Tract 2827; Cook County; Illinois,17,031,282700,17031282700
1498,81286,258,Census Tract 2828; Cook County; Illinois,17,031,282800,17031282800
2729,44129,922,Census Tract 2831; Cook County; Illinois,17,031,283100,17031283100
1727,57055,330,Census Tract 2832; Cook County; Illinois,17,031,283200,17031283200
3504,77422,705,Census Tract 2838; Cook County; Illinois,17,031,283800,17031283800
4241,34349,1873,Census Tract 2909; Cook County; Illinois,17,031,290900,17031290900
1312,24120,403,Census Tract 2912; Cook County; Illinois,17,031,291200,17031291200
1429,120207,201,Census Tract 2916; Cook County; Illinois,17,031,291600,17031291600
2540,33736,886,Census Tract 2922; Cook County; Illinois,17,031,292200,17031292200
1765,41875,635,Census Tract 2924; Cook County; Illinois,17,031,292400,17031292400
3461,52500,802,Census Tract 2925; Cook County; Illinois,17,031,292500,17031292500
3240,50329,774,Census Tract 3005; Cook County; Illinois,17,031,300500,17031300500
2844,48915,671,Census Tract 3006; Cook County; Illinois,17,031,300600,17031300600
4791,46554,459,Census Tract 3007; Cook County; Illinois,17,031,300700,17031300700
4192,29684,2004,Census Tract 3008; Cook County; Illinois,17,031,300800,17031300800
3937,32766,1555,Census Tract 3009; Cook County; Illinois,17,031,300900,17031300900
2409,34608,340,Census Tract 3011; Cook County; Illinois,17,031,301100,17031301100
5209,50040,1283,Census Tract 3012; Cook County; Illinois,17,031,301200,17031301200
3247,28442,681,Census Tract 3016; Cook County; Illinois,17,031,301600,17031301600
4205,52115,804,Census Tract 3017.01; Cook County; Illinois,17,031,301701,17031301701
4086,43632,661,Census Tract 3017.02; Cook County; Illinois,17,031,301702,17031301702
4086,35779,1353,Census Tract 3018.01; Cook County; Illinois,17,031,301801,17031301801
2623,33668,392,Census Tract 3018.02; Cook County; Illinois,17,031,301802,17031301802
3168,36020,443,Census Tract 3018.03; Cook County; Illinois,17,031,301803,17031301803
1824,133382,113,Census Tract 3102; Cook County; Illinois,17,031,310200,17031310200
1836,66683,77,Census Tract 3103; Cook County; Illinois,17,031,310300,17031310300
1456,77991,152,Census Tract 3104; Cook County; Illinois,17,031,310400,17031310400
1599,58321,129,Census Tract 3105; Cook County; Illinois,17,031,310500,17031310500
5542,73508,481,Census Tract 3106; Cook County; Illinois,17,031,310600,17031310600
1354,62647,276,Census Tract 3107; Cook County; Illinois,17,031,310700,17031310700
4633,63779,1051,Census Tract 3108; Cook County; Illinois,17,031,310800,17031310800
4914,78287,1116,Census Tract 3109; Cook County; Illinois,17,031,310900,17031310900
8705,119616,313,Census Tract 3201.01; Cook County; Illinois,17,031,320101,17031320101
5429,162021,540,Census Tract 3201.02; Cook County; Illinois,17,031,320102,17031320102
3004,162143,139,Census Tract 3204; Cook County; Illinois,17,031,320400,17031320400
6116,108320,702,Census Tract 3206; Cook County; Illinois,17,031,320600,17031320600
5011,177254,289,Census Tract 3301.01; Cook County; Illinois,17,031,330101,17031330101
9617,112762,209,Census Tract 3301.02; Cook County; Illinois,17,031,330102,17031330102
8471,125175,893,Census Tract 3301.03; Cook County; Illinois,17,031,330103,17031330103
3969,128000,471,Census Tract 3302; Cook County; Illinois,17,031,330200,17031330200
1698,47519,228,Census Tract 3403; Cook County; Illinois,17,031,340300,17031340300
1630,49309,326,Census Tract 3404; Cook County; Illinois,17,031,340400,17031340400
1558,57720,541,Census Tract 3405; Cook County; Illinois,17,031,340500,17031340500
1317,19348,760,Census Tract 3406; Cook County; Illinois,17,031,340600,17031340600
2439,61620,348,Census Tract 3501; Cook County; Illinois,17,031,350100,17031350100
1777,22292,779,Census Tract 3504; Cook County; Illinois,17,031,350400,17031350400
3526,54688,599,Census Tract 3510; Cook County; Illinois,17,031,351000,17031351000
2160,18220,1165,Census Tract 3511; Cook County; Illinois,17,031,351100,17031351100
1569,-666666666,690,Census Tract 3514; Cook County; Illinois,17,031,351400,17031351400
946,63235,298,Census Tract 3515; Cook County; Illinois,17,031,351500,17031351500
1672,26638,916,Census Tract 3602; Cook County; Illinois,17,031,360200,17031360200
1928,-666666666,498,Census Tract 3801; Cook County; Illinois,17,031,380100,17031380100
1723,25167,643,Census Tract 3802; Cook County; Illinois,17,031,380200,17031380200
4025,25455,1502,Census Tract 3806; Cook County; Illinois,17,031,380600,17031380600
1906,44757,300,Census Tract 3812; Cook County; Illinois,17,031,381200,17031381200
1615,34300,468,Census Tract 3814; Cook County; Illinois,17,031,381400,17031381400
670,23288,301,Census Tract 3815; Cook County; Illinois,17,031,381500,17031381500
0,-666666666,0,Census Tract 3817; Cook County; Illinois,17,031,381700,17031381700
1483,46813,289,Census Tract 3818; Cook County; Illinois,17,031,381800,17031381800
1348,58803,331,Census Tract 3819; Cook County; Illinois,17,031,381900,17031381900
1854,65833,132,Census Tract 3901; Cook County; Illinois,17,031,390100,17031390100
2178,104441,189,Census Tract 3902; Cook County; Illinois,17,031,390200,17031390200
2664,19475,1284,Census Tract 3903; Cook County; Illinois,17,031,390300,17031390300
2289,27232,908,Census Tract 3904; Cook County; Illinois,17,031,390400,17031390400
1766,58194,244,Census Tract 3905; Cook County; Illinois,17,031,390500,17031390500
1824,76806,428,Census Tract 3906; Cook County; Illinois,17,031,390600,17031390600
6062,67832,1137,Census Tract 3907; Cook County; Illinois,17,031,390700,17031390700
1361,84293,163,Census Tract 4003; Cook County; Illinois,17,031,400300,17031400300
2204,40066,808,Census Tract 4004; Cook County; Illinois,17,031,400400,17031400400
2634,22463,1237,Census Tract 4005; Cook County; Illinois,17,031,400500,17031400500
2768,21029,1761,Census Tract 4008; Cook County; Illinois,17,031,400800,17031400800
2251,51471,492,Census Tract 4101; Cook County; Illinois,17,031,410100,17031410100
1281,51739,378,Census Tract 4102; Cook County; Illinois,17,031,410200,17031410200
3405,70833,1002,Census Tract 4105; Cook County; Illinois,17,031,410500,17031410500
2249,39461,615,Census Tract 4106; Cook County; Illinois,17,031,410600,17031410600
2541,45972,894,Census Tract 4107; Cook County; Illinois,17,031,410700,17031410700
2890,58396,529,Census Tract 4108; Cook County; Illinois,17,031,410800,17031410800
3527,71315,604,Census Tract 4109; Cook County; Illinois,17,031,410900,17031410900
3931,52596,978,Census Tract 4110; Cook County; Illinois,17,031,411000,17031411000
2388,123750,222,Census Tract 4111; Cook County; Illinois,17,031,411100,17031411100
1643,111058,216,Census Tract 4112; Cook County; Illinois,17,031,411200,17031411200
1629,21275,738,Census Tract 4201; Cook County; Illinois,17,031,420100,17031420100
1796,30461,601,Census Tract 4202; Cook County; Illinois,17,031,420200,17031420200
2495,38583,463,Census Tract 4203; Cook County; Illinois,17,031,420300,17031420300
1327,32938,434,Census Tract 4204; Cook County; Illinois,17,031,420400,17031420400
2040,25298,818,Census Tract 4205; Cook County; Illinois,17,031,420500,17031420500
2663,34643,957,Census Tract 4206; Cook County; Illinois,17,031,420600,17031420600
2274,24785,934,Census Tract 4207; Cook County; Illinois,17,031,420700,17031420700
2322,44375,454,Census Tract 4208; Cook County; Illinois,17,031,420800,17031420800
1986,41910,291,Census Tract 4212; Cook County; Illinois,17,031,421200,17031421200
3468,32264,920,Census Tract 4301.01; Cook County; Illinois,17,031,430101,17031430101
3542,50625,1039,Census Tract 4301.02; Cook County; Illinois,17,031,430102,17031430102
5455,33183,1725,Census Tract 4302; Cook County; Illinois,17,031,430200,17031430200
2611,36467,703,Census Tract 4303; Cook County; Illinois,17,031,430300,17031430300
2999,36917,972,Census Tract 4304; Cook County; Illinois,17,031,430400,17031430400
3882,28528,1432,Census Tract 4305; Cook County; Illinois,17,031,430500,17031430500
2218,54375,523,Census Tract 4306; Cook County; Illinois,17,031,430600,17031430600
2256,30561,613,Census Tract 4307; Cook County; Illinois,17,031,430700,17031430700
2016,45221,612,Census Tract 4308; Cook County; Illinois,17,031,430800,17031430800
1681,38173,361,Census Tract 4309; Cook County; Illinois,17,031,430900,17031430900
2399,57845,232,Census Tract 4312; Cook County; Illinois,17,031,431200,17031431200
3555,36867,696,Census Tract 4313.01; Cook County; Illinois,17,031,431301,17031431301
3788,32031,1803,Census Tract 4313.02; Cook County; Illinois,17,031,431302,17031431302
7565,37122,3082,Census Tract 4314; Cook County; Illinois,17,031,431400,17031431400
3986,28877,1504,Census Tract 4401.01; Cook County; Illinois,17,031,440101,17031440101
3320,40565,900,Census Tract 4401.02; Cook County; Illinois,17,031,440102,17031440102
6096,34355,1905,Census Tract 4402.01; Cook County; Illinois,17,031,440201,17031440201
2763,31537,671,Census Tract 4402.02; Cook County; Illinois,17,031,440202,17031440202
4650,46747,352,Census Tract 4403; Cook County; Illinois,17,031,440300,17031440300
1612,58631,355,Census Tract 4406; Cook County; Illinois,17,031,440600,17031440600
1453,77300,216,Census Tract 4407; Cook County; Illinois,17,031,440700,17031440700
1877,35292,783,Census Tract 4408; Cook County; Illinois,17,031,440800,17031440800
2377,39730,693,Census Tract 4409; Cook County; Illinois,17,031,440900,17031440900
3461,51990,634,Census Tract 4503; Cook County; Illinois,17,031,450300,17031450300
2650,47790,767,Census Tract 4601; Cook County; Illinois,17,031,460100,17031460100
1880,28487,618,Census Tract 4602; Cook County; Illinois,17,031,460200,17031460200
3189,31831,1041,Census Tract 4603.01; Cook County; Illinois,17,031,460301,17031460301
4212,50056,998,Census Tract 4603.02; Cook County; Illinois,17,031,460302,17031460302
